0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
10.760469306028135,4.722509078834071,0.26669899269647973,15.396404010893676,11.231178287145381,4.249593948323802,2.7324008907313506,1.7964895452088057,5.436806787700214,1.9950688867620263,3.3367365899353514,17.7461274584623,1.0109055866492216,0.4724134608138882,0.37650799541549396,19.773139180248556,7.384156166400767,0.41264944887721716,2.6171685361855594,0
10.777239129208091,5.45391888859113,0.29798083239289486,18.59112895798092,11.946275233368238,4.059518850836918,2.8149850583045204,2.273353288933573,6.553117398239992,1.3779832463050015,3.0568708606848563,14.998882430221764,0.7238361921235839,1.0111177937953768,0.6220642176805382,15.511683489680113,4.265135752356566,2.1864236885447315,2.0787120638122767,0
10.61796198834895,4.381408753768821,0.11047913798264719,17.064887081541556,13.729200744062927,4.516066902957125,2.8409663391587934,5.312870473128867,8.899144125258214,0.14868418314930398,2.7984909742968034,10.616099059973712,2.983779809897248,1.5051220450049785,0.3504892009003309,11.875029527698038,1.3610859019114325,2.6052745571425304,1.2453642667683202,0
10.4914770123316,4.71246191022225,0.9912203057745674,17.12963887740852,12.085896590993903,3.903111001552819,2.3145163859068836,0.1392745888737664,4.725744967132004,2.1073355019983513,2.8291758376302973,18.825008151153213,2.6404913506154934,0.24520155375027197,0.43570095126703334,20.59139739284879,9.194521465815479,0.7032930494159746,3.0085349723123738,0
8.803008421826757,5.360894055968408,1.3446925160136307,18.155445520039333,11.726797358641488,3.425070314247525,2.6834226508207935,1.4069432263041501,3.503419857520821,3.461041330105886,3.17596022155445,23.56874097256778,5.385867827904775,1.949856292244681,0.6661999701826582,25.99401580396321,11.45505704637585,0.8973789874105809,2.5683801867534286,0
10.49263550919766,6.431162718535308,0.012951125340968726,16.53759111437908,11.836825996015698,4.186492236119999,2.8162550753901328,0.24899023153279676,4.002308785160846,2.5098506660809368,2.9846817617044366,21.023105851671147,3.7294251583135067,0.7738828551303618,0.564009143561501,22.564345799222053,10.14209872037999,0.9939364029989158,2.939633619176381,0
11.42284895686301,4.3471474437537525,0.863491031127728,15.363339368206256,13.962132725983391,4.761901605704983,2.707042582522851,5.919187829112226,8.96129380882038,1.0197201115748518,3.252346460769705,13.796422351489248,1.2870994665149547,1.1366718775986149,0.47481603224134944,17.05586387998217,5.638862438730252,1.9005686349350759,1.9096493694524797,0
13.42738456464965,4.183834399147479,1.9852589699112912,14.648836787540432,15.46489636344201,5.621742863884456,3.1323014874536383,9.362626101459322,13.512530635785994,0.0566126350690315,3.8073684958144773,7.941524166988109,6.7944434532953295,1.9003202598762823,0.45079346543522064,10.708839226199897,0.5003870987918517,2.9899400207914146,1.9091524329965808,0
12.458552867320705,2.962630117846483,1.9260878130640224,17.303795507143562,15.265964014212166,5.621561767619823,3.247732780638752,10.62545460918953,14.890182367327123,0.9022211615303651,4.916566006009983,5.539321693216338,9.24305125587806,2.110325501119007,1.7320449977447738,8.609071317960414,2.9482507219326086,3.6619355755199168,0.44316293764276027,0
11.90260701377353,3.8827573079826814,2.9361646527472587,17.88544927168289,15.715726927177112,5.7243239353120074,3.1401065549031593,11.901799756984136,17.071304127638413,0.5961048864595183,4.75882185649872,3.8392551079747053,11.014206340578644,2.1924152078292347,2.6488057594587064,8.294028132628487,2.734245598413615,2.860191709162214,0.16793279240258646,0
